PedAve,CarAve,Latitude,Longitude,total_pop,black,OccoRat,Tree,Traffic,Resi,Vaca,Comm,ComSev,BusStop,Housing Violations (Req_Serv),Police Issue (Req_Serv),Pot Hole (Req_Serv),road walking environment,Traffic problems,garbage problem,Junk service problem,Neighborhood Environmental Issues,Assault,NovioCrime,Homicide,Robbery,SexualC,ACCIDENT PROPERTY DAMAGE ONLY,ACCIDENT SKYWAY/33/198,ACCIDENT/INJURY,Assault%,Homicide%,Robbery%,SexCrime%,NonviolentCrime%,Theft of Vehicle%
2,295.5,42.920386,-78.859189,1377,64.12490922,75.64935065,770,1326,338,160,40,15,26,26,6,174,46,4,10,12,8,0,0,0,2,0,30,0,10,15.39578794,0.145243282,3.631082062,0.58097313,50.39941903,15.10530138
2,177.5,42.92075,-78.858809,1425,59.57894737,75.71669477,704,1154,315,123,41,14,26,30,4,170,44,4,14,14,10,0,8,0,0,0,2,0,0,14.45614035,0.140350877,8,1.122807018,52.9122807,14.03508772
2,286,42.92075,-78.858809,1425,59.57894737,75.71669477,704,1154,315,123,41,14,26,30,4,170,44,4,14,14,10,2,4,0,0,0,12,2,4,14.45614035,0.140350877,8,1.122807018,52.9122807,14.03508772
2,197,42.92075,-78.858809,1425,59.57894737,75.71669477,704,1154,315,123,41,14,26,30,4,170,44,4,14,14,10,2,26,0,0,0,12,0,4,14.45614035,0.140350877,8,1.122807018,52.9122807,14.03508772
2,243.5,42.92075,-78.858809,1425,59.57894737,75.71669477,704,1154,315,123,41,14,26,30,4,170,44,4,14,14,10,4,4,0,0,0,14,0,4,14.45614035,0.140350877,8,1.122807018,52.9122807,14.03508772
2,272,42.92075,-78.858809,1425,59.57894737,75.71669477,704,1154,315,123,41,14,26,30,4,170,44,4,14,14,10,4,8,0,0,0,16,0,4,14.45614035,0.140350877,8,1.122807018,52.9122807,14.03508772
2,274,42.92075,-78.858809,1425,59.57894737,75.71669477,704,1154,315,123,41,14,26,30,4,170,44,4,14,14,10,2,20,0,2,0,16,0,4,14.45614035,0.140350877,8,1.122807018,52.9122807,14.03508772
2,182,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,4,12,0,0,0,2,0,4,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,210,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,2,2,0,0,0,2,0,2,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,237.5,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,2,10,0,2,0,14,0,6,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,193,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,4,4,0,0,0,8,0,8,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,141.5,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,6,8,0,2,0,8,0,2,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,188,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,4,40,0,0,0,8,0,2,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,194,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,2,12,0,2,2,14,0,4,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,225.5,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,0,4,0,0,0,4,0,4,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,213.5,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,6,2,0,0,0,26,0,10,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,263,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,0,6,0,0,2,16,0,4,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,290.5,42.9222,-78.898359,1443,26.74982675,78.80116959,538,1000,334,116,56,3,26,114,14,372,34,32,20,20,26,0,6,0,0,0,18,0,4,18.01801802,0.138600139,6.652806653,1.524601525,57.38045738,9.147609148
2,110,42.947479,-78.835667,1576,17.1319797,90.81632653,1036,936,430,16,50,4,16,28,4,340,72,2,26,32,16,0,10,0,0,0,14,0,2,10.15228426,0.126903553,5.964467005,0.888324873,57.74111675,6.218274112
2,112,42.947479,-78.835667,1576,17.1319797,90.81632653,1036,936,430,16,50,4,16,28,4,340,72,2,26,32,16,2,20,0,0,0,14,0,2,10.15228426,0.126903553,5.964467005,0.888324873,57.74111675,6.218274112
2,125,42.947479,-78.835667,1576,17.1319797,90.81632653,1036,936,430,16,50,4,16,28,4,340,72,2,26,32,16,0,8,0,0,0,4,0,2,10.15228426,0.126903553,5.964467005,0.888324873,57.74111675,6.218274112
2,148,42.947479,-78.835667,1576,17.1319797,90.81632653,1036,936,430,16,50,4,16,28,4,340,72,2,26,32,16,0,10,0,2,0,8,0,2,10.15228426,0.126903553,5.964467005,0.888324873,57.74111675,6.218274112
2,145,42.947479,-78.835667,1576,17.1319797,90.81632653,1036,936,430,16,50,4,16,28,4,340,72,2,26,32,16,0,10,0,0,0,16,0,2,10.15228426,0.126903553,5.964467005,0.888324873,57.74111675,6.218274112
2,143.5,42.947479,-78.835667,1576,17.1319797,90.81632653,1036,936,430,16,50,4,16,28,4,340,72,2,26,32,16,0,18,0,0,0,6,0,6,10.15228426,0.126903553,5.964467005,0.888324873,57.74111675,6.218274112
2,150.5,42.947479,-78.835667,1576,17.1319797,90.81632653,1036,936,430,16,50,4,16,28,4,340,72,2,26,32,16,0,8,0,0,2,6,0,0,10.15228426,0.126903553,5.964467005,0.888324873,57.74111675,6.218274112
2,177.5,42.947479,-78.835667,1576,17.1319797,90.81632653,1036,936,430,16,50,4,16,28,4,340,72,2,26,32,16,0,14,0,6,0,22,0,2,10.15228426,0.126903553,5.964467005,0.888324873,57.74111675,6.218274112
2,217.5,42.947479,-78.835667,1576,17.1319797,90.81632653,1036,936,430,16,50,4,16,28,4,340,72,2,26,32,16,0,4,0,4,0,24,0,8,10.15228426,0.126903553,5.964467005,0.888324873,57.74111675,6.218274112
2,226.5,42.947479,-78.835667,1576,17.1319797,90.81632653,1036,936,430,16,50,4,16,28,4,340,72,2,26,32,16,0,2,0,0,0,26,0,2,10.15228426,0.126903553,5.964467005,0.888324873,57.74111675,6.218274112
2,205,42.943694,-78.90697,1615,18.01857585,89.35879945,588,1790,352,41,50,1,22,20,6,240,54,2,20,32,22,0,0,0,0,0,12,0,2,33.80804954,0.123839009,9.907120743,2.848297214,89.53560372,8.792569659
2,186.5,42.943694,-78.90697,1615,18.01857585,89.35879945,588,1790,352,41,50,1,22,20,6,240,54,2,20,32,22,6,10,0,0,2,10,0,2,33.80804954,0.123839009,9.907120743,2.848297214,89.53560372,8.792569659
2,172,42.943694,-78.90697,1615,18.01857585,89.35879945,588,1790,352,41,50,1,22,20,6,240,54,2,20,32,22,2,14,0,2,0,30,0,20,33.80804954,0.123839009,9.907120743,2.848297214,89.53560372,8.792569659
2,189.5,42.943694,-78.90697,1615,18.01857585,89.35879945,588,1790,352,41,50,1,22,20,6,240,54,2,20,32,22,8,6,0,2,0,14,0,4,33.80804954,0.123839009,9.907120743,2.848297214,89.53560372,8.792569659
2,403.5,42.943694,-78.90697,1615,18.01857585,89.35879945,588,1790,352,41,50,1,22,20,6,240,54,2,20,32,22,4,14,0,0,0,24,0,4,33.80804954,0.123839009,9.907120743,2.848297214,89.53560372,8.792569659
2,308,42.943694,-78.90697,1615,18.01857585,89.35879945,588,1790,352,41,50,1,22,20,6,240,54,2,20,32,22,10,26,0,6,0,30,0,10,33.80804954,0.123839009,9.907120743,2.848297214,89.53560372,8.792569659
2,255,42.954601,-78.869158,1893,22.60961437,90.54680259,648,2608,436,22,72,3,14,6,0,280,22,14,16,18,10,0,6,0,0,0,12,0,8,12.67828843,0.105652404,10.67089276,1.16217644,104.3845747,10.45958796
2,105.5,42.936245,-78.903115,1903,9.353652128,80.40904198,872,1092,497,68,102,8,24,42,10,276,56,16,24,34,30,4,18,0,0,0,18,0,4,23.64687336,0.105097215,6.41093011,2.207041513,65.89595376,10.93011035
2,123.5,42.936245,-78.903115,1903,9.353652128,80.40904198,872,1092,497,68,102,8,24,42,10,276,56,16,24,34,30,2,4,0,2,0,8,0,2,23.64687336,0.105097215,6.41093011,2.207041513,65.89595376,10.93011035
2,116,42.936245,-78.903115,1903,9.353652128,80.40904198,872,1092,497,68,102,8,24,42,10,276,56,16,24,34,30,0,36,0,4,0,18,0,0,23.64687336,0.105097215,6.41093011,2.207041513,65.89595376,10.93011035
2,145.5,42.936245,-78.903115,1903,9.353652128,80.40904198,872,1092,497,68,102,8,24,42,10,276,56,16,24,34,30,0,40,0,0,0,20,0,4,23.64687336,0.105097215,6.41093011,2.207041513,65.89595376,10.93011035
2,198,42.936245,-78.903115,1903,9.353652128,80.40904198,872,1092,497,68,102,8,24,42,10,276,56,16,24,34,30,4,10,0,2,0,22,0,4,23.64687336,0.105097215,6.41093011,2.207041513,65.89595376,10.93011035
2,189,42.936245,-78.903115,1903,9.353652128,80.40904198,872,1092,497,68,102,8,24,42,10,276,56,16,24,34,30,0,34,0,0,0,28,0,12,23.64687336,0.105097215,6.41093011,2.207041513,65.89595376,10.93011035
2,77,42.943148,-78.834803,2006,50,90.38961039,1230,1902,382,11,67,11,16,44,4,422,52,4,16,24,10,0,2,0,0,0,10,0,2,17.54735793,0.099700897,7.676969093,1.894317049,64.00797607,6.879361914
2,358,42.943148,-78.834803,2006,50,90.38961039,1230,1902,382,11,67,11,16,44,4,422,52,4,16,24,10,0,6,0,0,0,18,0,8,17.54735793,0.099700897,7.676969093,1.894317049,64.00797607,6.879361914
2,281,42.943148,-78.834803,2006,50,90.38961039,1230,1902,382,11,67,11,16,44,4,422,52,4,16,24,10,6,6,0,2,0,24,0,4,17.54735793,0.099700897,7.676969093,1.894317049,64.00797607,6.879361914
2,312,42.943148,-78.834803,2006,50,90.38961039,1230,1902,382,11,67,11,16,44,4,422,52,4,16,24,10,2,12,0,2,0,16,0,4,17.54735793,0.099700897,7.676969093,1.894317049,64.00797607,6.879361914
2,294,42.943148,-78.834803,2006,50,90.38961039,1230,1902,382,11,67,11,16,44,4,422,52,4,16,24,10,4,12,0,0,0,40,0,4,17.54735793,0.099700897,7.676969093,1.894317049,64.00797607,6.879361914
2,357,42.943148,-78.834803,2006,50,90.38961039,1230,1902,382,11,67,11,16,44,4,422,52,4,16,24,10,2,6,0,2,0,40,0,6,17.54735793,0.099700897,7.676969093,1.894317049,64.00797607,6.879361914
2,437,42.943148,-78.834803,2006,50,90.38961039,1230,1902,382,11,67,11,16,44,4,422,52,4,16,24,10,0,50,0,0,0,26,0,10,17.54735793,0.099700897,7.676969093,1.894317049,64.00797607,6.879361914
2,348.5,42.913057,-78.899707,2060,23.88349515,73.87387387,830,1608,461,53,47,7,20,26,34,360,60,0,16,48,26,0,2,0,0,0,12,0,4,19.90291262,0.097087379,6.990291262,2.621359223,69.90291262,7.475728155
2,363,42.913057,-78.899707,2060,23.88349515,73.87387387,830,1608,461,53,47,7,20,26,34,360,60,0,16,48,26,2,10,0,0,0,2,0,4,19.90291262,0.097087379,6.990291262,2.621359223,69.90291262,7.475728155
2,359,42.913057,-78.899707,2060,23.88349515,73.87387387,830,1608,461,53,47,7,20,26,34,360,60,0,16,48,26,2,8,0,0,0,14,0,6,19.90291262,0.097087379,6.990291262,2.621359223,69.90291262,7.475728155
2,240.5,42.913057,-78.899707,2060,23.88349515,73.87387387,830,1608,461,53,47,7,20,26,34,360,60,0,16,48,26,4,20,0,0,0,24,0,6,19.90291262,0.097087379,6.990291262,2.621359223,69.90291262,7.475728155
2,214,42.913057,-78.899707,2060,23.88349515,73.87387387,830,1608,461,53,47,7,20,26,34,360,60,0,16,48,26,2,44,0,0,0,12,0,6,19.90291262,0.097087379,6.990291262,2.621359223,69.90291262,7.475728155
2,276,42.913057,-78.899707,2060,23.88349515,73.87387387,830,1608,461,53,47,7,20,26,34,360,60,0,16,48,26,6,8,0,2,0,22,0,8,19.90291262,0.097087379,6.990291262,2.621359223,69.90291262,7.475728155
2,236,42.913057,-78.899707,2060,23.88349515,73.87387387,830,1608,461,53,47,7,20,26,34,360,60,0,16,48,26,0,8,0,0,0,20,0,6,19.90291262,0.097087379,6.990291262,2.621359223,69.90291262,7.475728155
2,393,42.913057,-78.899707,2060,23.88349515,73.87387387,830,1608,461,53,47,7,20,26,34,360,60,0,16,48,26,0,14,0,2,0,34,0,12,19.90291262,0.097087379,6.990291262,2.621359223,69.90291262,7.475728155
2,346.5,42.913057,-78.899707,2060,23.88349515,73.87387387,830,1608,461,53,47,7,20,26,34,360,60,0,16,48,26,4,10,0,0,0,24,0,16,19.90291262,0.097087379,6.990291262,2.621359223,69.90291262,7.475728155
2,335,42.913057,-78.899707,2060,23.88349515,73.87387387,830,1608,461,53,47,7,20,26,34,360,60,0,16,48,26,12,18,0,0,0,34,0,16,19.90291262,0.097087379,6.990291262,2.621359223,69.90291262,7.475728155
2,232.5,42.917181,-78.868694,2073,17.31789677,89.68437259,774,2064,233,14,227,17,12,6,4,288,38,18,8,10,4,0,14,0,0,0,34,0,2,5.499276411,0.096478534,2.026049204,1.833092137,49.87940183,5.306319344
2,206,42.917181,-78.868694,2073,17.31789677,89.68437259,774,2064,233,14,227,17,12,6,4,288,38,18,8,10,4,0,10,0,0,0,54,0,4,5.499276411,0.096478534,2.026049204,1.833092137,49.87940183,5.306319344
2,224.3333333,42.917181,-78.868694,2073,17.31789677,89.68437259,774,2064,233,14,227,17,12,6,4,288,38,18,8,10,4,0,40,0,0,0,40,0,2,5.499276411,0.096478534,2.026049204,1.833092137,49.87940183,5.306319344
2,196,42.910365,-78.900023,2099,23.05859933,73.87836491,894,1502,403,63,69,4,20,38,14,346,54,8,22,40,22,2,16,0,0,0,6,0,0,22.8680324,0.095283468,8.003811339,2.763220581,68.98523106,7.527393997
2,215,42.910365,-78.900023,2099,23.05859933,73.87836491,894,1502,403,63,69,4,20,38,14,346,54,8,22,40,22,4,10,0,2,0,18,0,4,22.8680324,0.095283468,8.003811339,2.763220581,68.98523106,7.527393997
2,211,42.910365,-78.900023,2099,23.05859933,73.87836491,894,1502,403,63,69,4,20,38,14,346,54,8,22,40,22,8,24,0,0,0,10,0,12,22.8680324,0.095283468,8.003811339,2.763220581,68.98523106,7.527393997
2,263,42.910365,-78.900023,2099,23.05859933,73.87836491,894,1502,403,63,69,4,20,38,14,346,54,8,22,40,22,2,4,0,0,0,18,0,0,22.8680324,0.095283468,8.003811339,2.763220581,68.98523106,7.527393997
2,342,42.910365,-78.900023,2099,23.05859933,73.87836491,894,1502,403,63,69,4,20,38,14,346,54,8,22,40,22,6,4,0,0,0,28,0,16,22.8680324,0.095283468,8.003811339,2.763220581,68.98523106,7.527393997
2,290.5,42.910365,-78.900023,2099,23.05859933,73.87836491,894,1502,403,63,69,4,20,38,14,346,54,8,22,40,22,4,40,0,0,0,32,0,10,22.8680324,0.095283468,8.003811339,2.763220581,68.98523106,7.527393997
2,363.5,42.910365,-78.900023,2099,23.05859933,73.87836491,894,1502,403,63,69,4,20,38,14,346,54,8,22,40,22,4,10,0,2,0,28,0,8,22.8680324,0.095283468,8.003811339,2.763220581,68.98523106,7.527393997
2,330,42.910365,-78.900023,2099,23.05859933,73.87836491,894,1502,403,63,69,4,20,38,14,346,54,8,22,40,22,10,20,0,4,0,24,0,10,22.8680324,0.095283468,8.003811339,2.763220581,68.98523106,7.527393997
2,316.5,42.910365,-78.900023,2099,23.05859933,73.87836491,894,1502,403,63,69,4,20,38,14,346,54,8,22,40,22,10,42,0,0,2,24,0,12,22.8680324,0.095283468,8.003811339,2.763220581,68.98523106,7.527393997
2,162.6666667,42.94752,-78.838961,2355,16.47558386,93.57005758,1460,978,768,15,54,1,14,48,4,540,104,6,30,32,22,0,4,0,0,0,6,0,4,7.048832272,0.08492569,3.566878981,0.67940552,48.83227176,5.859872611
2,201.3333333,42.94752,-78.838961,2355,16.47558386,93.57005758,1460,978,768,15,54,1,14,48,4,540,104,6,30,32,22,2,20,0,0,0,8,0,2,7.048832272,0.08492569,3.566878981,0.67940552,48.83227176,5.859872611
2,122.3333333,42.94752,-78.838961,2355,16.47558386,93.57005758,1460,978,768,15,54,1,14,48,4,540,104,6,30,32,22,0,4,0,0,0,4,0,2,7.048832272,0.08492569,3.566878981,0.67940552,48.83227176,5.859872611
2,102.5,42.902851,-78.893641,2483,20.82158679,80.90332805,2098,1812,369,91,40,19,32,30,2,324,46,18,30,28,24,4,52,0,0,0,30,0,2,13.45147,0.080547725,6.524365687,1.852597664,78.29238824,6.927104309
2,250,42.919455,-78.86811,3002,23.61758827,87.5,1230,2458,422,30,211,11,24,4,8,414,40,30,14,14,8,4,46,0,0,0,30,2,8,6.329113924,0.066622252,4.130579614,1.998667555,66.62225183,6.862091939
2,155.5,42.956642,-78.912014,45,15.55555556,85.71428571,840,448,1,0,6,2,22,0,2,34,6,2,0,0,2,0,0,0,0,0,16,0,0,128.8888889,0,26.66666667,8.888888889,155.5555556,8.888888889
2,88.5,42.956642,-78.912014,45,15.55555556,85.71428571,840,448,1,0,6,2,22,0,2,34,6,2,0,0,2,0,2,0,0,0,6,0,0,128.8888889,0,26.66666667,8.888888889,155.5555556,8.888888889
2,86.5,42.956642,-78.912014,45,15.55555556,85.71428571,840,448,1,0,6,2,22,0,2,34,6,2,0,0,2,2,2,0,0,0,2,0,0,128.8888889,0,26.66666667,8.888888889,155.5555556,8.888888889
2,147,42.956642,-78.912014,45,15.55555556,85.71428571,840,448,1,0,6,2,22,0,2,34,6,2,0,0,2,0,0,0,0,0,10,0,0,128.8888889,0,26.66666667,8.888888889,155.5555556,8.888888889
2,161.5,42.956642,-78.912014,45,15.55555556,85.71428571,840,448,1,0,6,2,22,0,2,34,6,2,0,0,2,0,0,0,0,0,6,0,0,128.8888889,0,26.66666667,8.888888889,155.5555556,8.888888889
2,168,42.956642,-78.912014,45,15.55555556,85.71428571,840,448,1,0,6,2,22,0,2,34,6,2,0,0,2,0,0,0,0,0,6,0,0,128.8888889,0,26.66666667,8.888888889,155.5555556,8.888888889
2,150.5,42.956642,-78.912014,45,15.55555556,85.71428571,840,448,1,0,6,2,22,0,2,34,6,2,0,0,2,0,0,0,0,0,4,0,2,128.8888889,0,26.66666667,8.888888889,155.5555556,8.888888889
2,116.5,42.956497,-78.91182,89,12.35955056,88.37209302,900,366,15,0,8,2,24,0,0,46,6,6,0,6,2,0,0,0,0,0,16,0,0,89.88764045,0,13.48314607,4.494382022,101.1235955,6.741573034
2,73.5,42.956497,-78.91182,89,12.35955056,88.37209302,900,366,15,0,8,2,24,0,0,46,6,6,0,6,2,0,0,0,0,0,6,0,0,89.88764045,0,13.48314607,4.494382022,101.1235955,6.741573034
2,75,42.956497,-78.91182,89,12.35955056,88.37209302,900,366,15,0,8,2,24,0,0,46,6,6,0,6,2,0,0,0,0,0,4,0,0,89.88764045,0,13.48314607,4.494382022,101.1235955,6.741573034
2,67,42.956497,-78.91182,89,12.35955056,88.37209302,900,366,15,0,8,2,24,0,0,46,6,6,0,6,2,0,2,0,0,0,2,0,0,89.88764045,0,13.48314607,4.494382022,101.1235955,6.741573034
2,59,42.956497,-78.91182,89,12.35955056,88.37209302,900,366,15,0,8,2,24,0,0,46,6,6,0,6,2,0,4,0,0,0,6,0,0,89.88764045,0,13.48314607,4.494382022,101.1235955,6.741573034
2,52,42.956497,-78.91182,89,12.35955056,88.37209302,900,366,15,0,8,2,24,0,0,46,6,6,0,6,2,0,0,0,0,0,0,0,2,89.88764045,0,13.48314607,4.494382022,101.1235955,6.741573034
2,150,42.956497,-78.91182,89,12.35955056,88.37209302,900,366,15,0,8,2,24,0,0,46,6,6,0,6,2,0,0,0,0,0,8,0,0,89.88764045,0,13.48314607,4.494382022,101.1235955,6.741573034
2,184.5,42.956497,-78.91182,89,12.35955056,88.37209302,900,366,15,0,8,2,24,0,0,46,6,6,0,6,2,2,0,0,0,0,2,0,0,89.88764045,0,13.48314607,4.494382022,101.1235955,6.741573034
2,161,42.956497,-78.91182,89,12.35955056,88.37209302,900,366,15,0,8,2,24,0,0,46,6,6,0,6,2,0,0,0,0,0,6,0,0,89.88764045,0,13.48314607,4.494382022,101.1235955,6.741573034
2,111,42.872313,-78.820668,155,9.677419355,90.14084507,18,1622,41,38,56,2,18,6,2,146,52,2,6,4,10,0,2,0,0,0,18,0,4,81.29032258,0,37.41935484,9.032258065,289.0322581,29.67741935
2,225,42.945593,-78.878312,148,22.2972973,86.11111111,104,1814,10,18,25,1,20,0,0,66,24,6,4,10,2,0,2,0,0,0,6,0,0,44.59459459,0,22.97297297,1.351351351,552.7027027,29.72972973
2,190,42.945593,-78.878312,148,22.2972973,86.11111111,104,1814,10,18,25,1,20,0,0,66,24,6,4,10,2,0,0,0,0,0,22,0,4,44.59459459,0,22.97297297,1.351351351,552.7027027,29.72972973
2,202,42.945593,-78.878312,148,22.2972973,86.11111111,104,1814,10,18,25,1,20,0,0,66,24,6,4,10,2,0,14,0,4,0,10,0,4,44.59459459,0,22.97297297,1.351351351,552.7027027,29.72972973
2,149,42.945593,-78.878312,148,22.2972973,86.11111111,104,1814,10,18,25,1,20,0,0,66,24,6,4,10,2,0,16,0,0,0,14,0,0,44.59459459,0,22.97297297,1.351351351,552.7027027,29.72972973
2,316,42.945593,-78.878312,148,22.2972973,86.11111111,104,1814,10,18,25,1,20,0,0,66,24,6,4,10,2,0,16,0,0,0,28,0,2,44.59459459,0,22.97297297,1.351351351,552.7027027,29.72972973
2,221,42.889739,-78.814156,2080,8.221153846,84.93023256,804,1098,578,65,58,7,24,76,6,374,46,6,14,44,28,4,6,0,0,0,10,0,4,25.28846154,0,4.134615385,2.5,62.11538462,10.67307692
2,187.5,42.889739,-78.814156,2080,8.221153846,84.93023256,804,1098,578,65,58,7,24,76,6,374,46,6,14,44,28,0,2,0,0,0,10,0,0,25.28846154,0,4.134615385,2.5,62.11538462,10.67307692
2,110.5,42.911246,-78.89992,2053,23.42912811,73.82892057,754,1448,403,67,65,4,16,34,34,358,52,4,14,42,22,0,6,0,2,0,22,0,0,20.84754019,0,7.403799318,2.532878714,70.82318558,7.403799318
2,163.5,42.930137,-78.876993,1040,12.78846154,88.70967742,768,1862,165,10,26,5,16,14,2,138,36,2,2,12,10,2,12,0,2,2,0,0,2,19.80769231,0,10.96153846,1.346153846,117.8846154,8.461538462
2,256,42.930137,-78.876993,1040,12.78846154,88.70967742,768,1862,165,10,26,5,16,14,2,138,36,2,2,12,10,0,6,0,0,0,32,0,14,19.80769231,0,10.96153846,1.346153846,117.8846154,8.461538462
2,348,42.930137,-78.876993,1040,12.78846154,88.70967742,768,1862,165,10,26,5,16,14,2,138,36,2,2,12,10,2,6,0,0,0,34,0,2,19.80769231,0,10.96153846,1.346153846,117.8846154,8.461538462
2,254,42.872308,-78.844714,894,9.843400447,71.9858156,480,732,341,122,17,0,16,28,2,232,42,2,30,26,24,0,0,0,0,0,12,0,4,19.46308725,0,3.579418345,0.894854586,49.88814318,9.172259508
2,183,42.872308,-78.844714,894,9.843400447,71.9858156,480,732,341,122,17,0,16,28,2,232,42,2,30,26,24,0,8,0,0,0,12,0,2,19.46308725,0,3.579418345,0.894854586,49.88814318,9.172259508
2,271,42.872308,-78.844714,894,9.843400447,71.9858156,480,732,341,122,17,0,16,28,2,232,42,2,30,26,24,0,6,0,0,0,14,0,0,19.46308725,0,3.579418345,0.894854586,49.88814318,9.172259508
2,325,42.958638,-78.878538,433,19.63048499,86.52173913,244,1174,109,55,78,0,32,2,0,102,12,10,6,4,14,0,2,0,0,0,10,0,0,18.93764434,0,9.237875289,2.309468822,156.5819861,25.40415704
2,265.5,42.958638,-78.878538,433,19.63048499,86.52173913,244,1174,109,55,78,0,32,2,0,102,12,10,6,4,14,2,2,0,0,0,16,0,0,18.93764434,0,9.237875289,2.309468822,156.5819861,25.40415704
2,325.3333333,42.935846,-78.8782,661,11.80030257,95.78059072,1530,1504,193,2,2,2,10,0,0,86,14,2,6,16,2,0,2,0,0,0,24,2,2,18.45688351,0,3.025718608,1.210287443,62.63237519,4.236006051
2,425,42.935846,-78.8782,661,11.80030257,95.78059072,1530,1504,193,2,2,2,10,0,0,86,14,2,6,16,2,2,4,0,0,0,16,0,4,18.45688351,0,3.025718608,1.210287443,62.63237519,4.236006051
2,366.6666667,42.935846,-78.8782,661,11.80030257,95.78059072,1530,1504,193,2,2,2,10,0,0,86,14,2,6,16,2,2,10,0,0,0,12,6,10,18.45688351,0,3.025718608,1.210287443,62.63237519,4.236006051
2,443,42.935846,-78.8782,661,11.80030257,95.78059072,1530,1504,193,2,2,2,10,0,0,86,14,2,6,16,2,6,10,0,4,0,18,4,4,18.45688351,0,3.025718608,1.210287443,62.63237519,4.236006051
2,460.3333333,42.935846,-78.8782,661,11.80030257,95.78059072,1530,1504,193,2,2,2,10,0,0,86,14,2,6,16,2,2,2,0,0,0,24,4,8,18.45688351,0,3.025718608,1.210287443,62.63237519,4.236006051
2,534.6666667,42.935846,-78.8782,661,11.80030257,95.78059072,1530,1504,193,2,2,2,10,0,0,86,14,2,6,16,2,0,8,0,0,0,22,0,6,18.45688351,0,3.025718608,1.210287443,62.63237519,4.236006051
2,198,42.884773,-78.814218,1052,11.21673004,91.34438306,362,1612,280,15,40,0,16,30,2,170,26,20,6,14,24,0,0,0,0,2,18,0,4,18.0608365,0,3.6121673,2.281368821,59.12547529,8.935361217
2,268.5,42.884773,-78.814218,1052,11.21673004,91.34438306,362,1612,280,15,40,0,16,30,2,170,26,20,6,14,24,0,6,0,0,0,24,0,6,18.0608365,0,3.6121673,2.281368821,59.12547529,8.935361217
2,267.5,42.884773,-78.814218,1052,11.21673004,91.34438306,362,1612,280,15,40,0,16,30,2,170,26,20,6,14,24,0,4,0,2,0,28,0,10,18.0608365,0,3.6121673,2.281368821,59.12547529,8.935361217
2,253,42.884773,-78.814218,1052,11.21673004,91.34438306,362,1612,280,15,40,0,16,30,2,170,26,20,6,14,24,0,6,0,0,0,20,0,6,18.0608365,0,3.6121673,2.281368821,59.12547529,8.935361217
2,368.5,42.884773,-78.814218,1052,11.21673004,91.34438306,362,1612,280,15,40,0,16,30,2,170,26,20,6,14,24,0,0,0,0,0,0,0,0,18.0608365,0,3.6121673,2.281368821,59.12547529,8.935361217
2,359,42.884773,-78.814218,1052,11.21673004,91.34438306,362,1612,280,15,40,0,16,30,2,170,26,20,6,14,24,0,6,0,0,0,22,0,10,18.0608365,0,3.6121673,2.281368821,59.12547529,8.935361217
2,334,42.884773,-78.814218,1052,11.21673004,91.34438306,362,1612,280,15,40,0,16,30,2,170,26,20,6,14,24,2,0,0,0,2,20,0,6,18.0608365,0,3.6121673,2.281368821,59.12547529,8.935361217
2,477,42.884773,-78.814218,1052,11.21673004,91.34438306,362,1612,280,15,40,0,16,30,2,170,26,20,6,14,24,0,2,0,0,0,26,0,6,18.0608365,0,3.6121673,2.281368821,59.12547529,8.935361217
